9551.80444467,TRACKING,-0.3108600187707281/0.3406185327122537/-0.7129319234370056/0.528274064814238,3.03942220440269/0.7059994662726478/-0.1369663019555559
9552.00419467,TRACKING,-0.29351998748156827/0.3147157080326518/-0.7236029096631932/0.5396287814032116,3.085198367038725/0.6471069978766854/-0.1376500754285059
9552.20398067,TRACKING,-0.2781844419574164/0.29503415926261983/-0.7296239924435449/0.5506518374280676,3.190467759674145/0.5084464731488231/-0.14240115648132223
9552.40887167,TRACKING,-0.2602876973575432/0.27910455196025674/-0.732233595461589/0.5640791488385989,3.2166924753257886/0.45283796628016565/-0.1385313782646692
9552.60881467,TRACKING,-0.23794433397413192/0.2554860441079765/-0.7434622150765509/0.5704153542873959,3.241815325130649/0.4016832894476689/-0.1299070077447466
9552.80860267,TRACKING,-0.2133563375404881/0.22250227459427238/-0.7530075024992384/0.5813362885255985,3.293565837756886/0.30530293399465375/-0.13553924445875912
9553.01054967,TRACKING,-0.18552788638701656/0.1785178822117151/-0.7609808407300692/0.5954992117438583,3.3321668842562104/0.25101547219137105/-0.12947198323737544
9553.21072367,TRACKING,-0.15636323965297372/0.1332504191154581/-0.7696759843115303/0.6044784022221916,3.3735384000082314/0.19243323451410965/-0.1278338364701421
9553.41034167,TRACKING,-0.13023743828079737/0.0990985487417296/-0.7763256074917466/0.6087172158341514,3.390047267630178/0.15795705045799327/-0.12714336520984434
9553.61022567,TRACKING,-0.10256209634688095/0.0697694515595928/-0.7812655516798249/0.6117497896396156,3.4069449901263757/0.1054605420959178/-0.1305612300285385
9553.80994667,TRACKING,-0.08420046615491439/0.04324724099614981/-0.7795689246516025/0.619122512045793,3.3796706185819563/-0.02064329190938309/-0.12611433856644697
9554.00975567,TRACKING,-0.05912953860839769/0.0035104565694920745/-0.7767595346236275/0.6270058286995475,3.3849061669269367/-0.09076253937667061/-0.11878695547007086
9554.20956967,TRACKING,-0.032685737108059144/-0.03219671276406891/-0.7724306578872406/0.6334399135949119,3.4146821208759/-0.16354430067538256/-0.11505084407309529
9554.40930167,TRACKING,-0.00818310571080139/-0.062075404504601854/-0.7733215778490392/0.630914922037581,3.432390695271402/-0.24262242602298087/-0.11648377268872138
9554.64408967,TRACKING,0.022546518863683557/-0.09580809190864613/-0.7747772730019339/0.6245261024630793,3.434911354123297/-0.3302560631265379/-0.12456254182774429
9554.81144367,TRACKING,0.047946115965888506/-0.1266648322026688/-0.7673740029161743/0.62673322317532,3.438731985114204/-0.37435672372958284/-0.12086465104371741
9555.01124667,TRACKING,0.0741324244868675/-0.16476104260402416/-0.7553658912426701/0.6299054048095244,3.404170424011033/-0.42979764492032096/-0.08105323455287161
9555.21121667,TRACKING,0.09796706989223428/-0.20358367938119837/-0.7490123268653414/0.6228458288424732,3.4117324495366272/-0.4971654019687621/-0.07971851989363894
9555.41095867,TRACKING,0.12266119633810704/-0.22386896997370198/-0.7449892124054798/0.6163020643551079,3.4077056088587545/-0.5481658575887727/-0.0832134736517323
9555.61079167,TRACKING,0.14115662592250436/-0.2459552210602386/-0.7397009939190782/0.6102651192262207,3.393275623342576/-0.6071354453103256/-0.09193345966472938
9555.81058467,TRACKING,0.15842064501335476/-0.2721238052590648/-0.7290848269012794/0.6076899569677324,3.3649864497928847/-0.6865369212666522/-0.09838374327289304
9556.01043067,TRACKING,0.17788961380270124/-0.3021972692807671/-0.7207519133816612/0.5979540153355413,3.32458477039617/-0.7743925981423511/-0.0953976766447526
9556.21272467,TRACKING,0.1994098644512274/-0.3202960300236962/-0.710576068932433/0.593909113926057,3.290391622167429/-0.8636452141800341/-0.0918699341519808
9556.41261567,TRACKING,0.22369683309373642/-0.34519475326687843/-0.7017605178319006/0.5816637409429661,3.2640044586559958/-0.9422353067380362/-0.09885159464516079
9556.61226367,TRACKING,0.2535830623457191/-0.3832495438081182/-0.6735530459576696/0.5789144434669593,3.241178132449906/-1.009892754466834/-0.10375797460142447
9556.81207967,TRACKING,0.27560400035310806/-0.4280944334915874/-0.6472188245425875/0.5673496313489159,3.224976577578099/-1.081508029460467/-0.09248384392040626
9557.01178967,TRACKING,0.30439888681247756/-0.45397694364502594/-0.6274170201231662/0.5546118975201187,3.2224955099170236/-1.146237245031082/-0.09253954593467047
9557.21166467,TRACKING,0.3278885157103603/-0.4737669641266724/-0.6136084527167943/0.5399248796348438,3.201532362443186/-1.1967535684122035/-0.10166294474829925
9557.40652167,TRACKING,0.34103898973600294/-0.48728971294241935/-0.6005837396741907/0.534360016195449,3.124893853558192/-1.2811762267912192/-0.06509919880927946
9557.605902182,TRACKING,0.354970574347468/-0.5038902527836412/-0.5821702760159477/0.5302533284023935,3.071451730613683/-1.3407602660386828/-0.0580626332482172
9557.840744182,TRACKING,0.3707220806962842/-0.5180066851833516/-0.5712331599558913/0.5176168570735199,2.9936507091265248/-1.4138672578171887/-0.05664097711509884
9558.007816182,TRACKING,0.38037513197339706/-0.5275585859611798/-0.565497183983343/0.5071587065035218,2.959924463858965/-1.446534420816844/-0.05419527258390294
9558.240156182,TRACKING,0.39942319772783413/-0.5456515656942286/-0.5481542187493815/0.49219179034154414,2.892010839503421/-1.4909525301084348/-0.05376676024215367
9558.407646182,TRACKING,0.414172854340026/-0.5644796088104588/-0.5280044697000612/0.48066126092281525,2.8345177383624542/-1.5285978297034448/-0.052327979156726975
9558.602515182,TRACKING,0.42239556071103074/-0.5864038984278291/-0.5055146597715519/0.47134671568302783,2.758317912466751/-1.5868785933509608/-0.0564268669204425
9558.834642182,TRACKING,0.43526281179691606/-0.6035979737731633/-0.4900570730923769/0.45393850096329336,2.7022079048764565/-1.62218806213546/-0.0617297967219758
9559.036949182,TRACKING,0.4428683925339785/-0.6119514826387378/-0.4800433926952686/0.44602873599658655,2.633916090158923/-1.6405745721589768/-0.06964702532696784
9559.201794182,TRACKING,0.4478329264682444/-0.6139625352872154/-0.47241857467340026/0.4464489778225137,2.5685793311411/-1.6533351454721126/-0.06506438225720798
9559.436505182,TRACKING,0.44838908462180627/-0.6168620740461389/-0.4653149919776278/0.44934475072857244,2.4162607654237416/-1.6740915089916713/-0.034290263196507714
9559.636400182,TRACKING,0.45712694467371023/-0.6120224815848643/-0.466912424500744/0.4454846402987058,2.3236090379097027/-1.683022196342409/-0.02937147407580209
9559.803732182,TRACKING,0.4586958234963396/-0.6156134295465714/-0.46455254541376984/0.4413723088834938,2.2611082223955434/-1.6895790046238566/-0.029033399842602805
9560.003663182,TRACKING,0.4623631722977149/-0.627732966137399/-0.45471351531372556/0.4305897901963175,2.160086599719158/-1.6962941310969528/-0.038138353604878654
9560.203398182,TRACKING,0.47558929205069805/-0.6372061771309255/-0.4345729283115467/0.42300095919960207,2.066224076753646/-1.7078262843800753/-0.04015471745096297
9560.403150182,TRACKING,0.48952242980017013/-0.6464342248354386/-0.41303850094214734/0.4145963211206724,1.9862122184012418/-1.7294702426575947/-0.021552580811107683
9560.637925182,TRACKING,0.492859861636812/-0.6559861525734983/-0.40418530501183136/0.40423494120400777,1.885717568944309/-1.7417871799650833/-0.0230729504175057
9560.837850182,TRACKING,0.5001703659443741/-0.6602546149896569/-0.39456108006027146/0.3977630467242269,1.793417433684071/-1.742358497438459/-0.027977639524869456
9561.037574182,TRACKING,0.5030973510139439/-0.6621543802952959/-0.38856652904802624/0.39681369532954475,1.662736950646101/-1.7315070732262539/-0.005483544445629892
9561.237547182,TRACKING,0.5078065142100702/-0.6613070744903199/-0.38688914951678477/0.3938561971064193,1.5514500161022868/-1.7127120683914867/-0.0008540889354683512
9561.437135182,TRACKING,0.511024137188258/-0.6661404723513039/-0.38498612876233124/0.3832718411682474,1.455898380271762/-1.694269866631949/-0.0072758751267174146
9561.636981182,TRACKING,0.5156751352091482/-0.6760178265013158/-0.37120550704446087/0.373210318857677,1.3471967077801503/-1.6633306506317254/-0.01585250364696879
9561.836938182,TRACKING,0.5327188185065639/-0.6820869591116138/-0.3449721635040867/0.3632666358898337,1.2418798877171224/-1.63593944876545/-0.011098083479263901
9562.039083182,TRACKING,0.5401605036991084/-0.6944624025331435/-0.3245813643386042/0.34726925899894956,1.1469059776211405/-1.607200166676198/-0.009033713324149742
9562.204137182,TRACKING,0.5363690074114191/-0.7036598081124432/-0.3169150708190844/0.3416670727807579,1.034108471179231/-1.5433271030687452/-0.007232168465988447
9562.403739182,TRACKING,0.5420692442491559/-0.7042573883709315/-0.3109402657416022/0.3368961291758101,0.9528642500700218/-1.50303717816536/-0.010888512649270928
9562.603760182,TRACKING,0.5357959700057131/-0.7097845605263481/-0.30727861995992184/0.3386868684671017,0.863780955102496/-1.448815649948613/-0.00489059243881983
9563.005844182,TRACKING,0.5466261403578594/-0.7098980282787639/-0.3003926101454849/0.327122785350735,0.7237704018518086/-1.3764454876443932/-0.0018514780617175301
9563.205581182,TRACKING,0.5583589921805556/-0.7149457764513416/-0.2799359366616605/0.314203794053202,0.6401736464974973/-1.341181590149206/-0.007575835637869593
9563.405308182,TRACKING,0.5635142863476654/-0.7234159145245087/-0.26212101646349806/0.300689237943259,0.5439071551111079/-1.3027903416263933/-0.0017900727835481348
9563.605154182,TRACKING,0.5633599233463991/-0.7329191969116144/-0.2514260963214569/0.28677575224422436,0.4484936799718819/-1.2301192158675152/-0.013315636439270138
9564.004849182,TRACKING,0.5768678633523191/-0.7275241102734233/-0.24595495614734042/0.27827802210912134,0.2918399853627073/-1.134652193032423/-0.0117517186775482
9564.204743182,TRACKING,0.5713079672940234/-0.7240629533461808/-0.25643677309267804/0.2891030745799996,0.21732048446018137/-1.0714526077929822/-0.009067314721997817
9564.406740182,TRACKING,0.5705031010185648/-0.7198774891081584/-0.26826165637309857/0.29041118542757455,0.14522356205191725/-1.0150453816318872/-0.004523339782832351
9564.606921182,TRACKING,0.5712289670933075/-0.7226860354505091/-0.2659301422951964/0.28408428874954395,0.06308873963595224/-0.9604227041900119/-0.008420668139980983
9564.806552182,TRACKING,0.5803349260893119/-0.7271084774834461/-0.24419236609913778/0.2736696626642706,-0.03203216169205638/-0.9019150742208408/-0.008774528290778197
9565.006308182,TRACKING,0.5857809233424777/-0.7375078526502581/-0.21355575467390275/0.25949408604857055,-0.11355043680595481/-0.8534399882724863/-0.003359193746058303
9565.206123182,TRACKING,0.5924311472346774/-0.7453217013420971/-0.18911472654761285/0.24032662574555222,-0.17029073331505565/-0.8081087646762524/-0.0008198118948065794
9565.405938182,TRACKING,0.595193604976566/-0.7558058118856797/-0.16301183973413325/0.2189284525357506,-0.21425603854695216/-0.731107112932709/-0.009728461471032478
9565.605622415,TRACKING,0.6048756168662124/-0.7594380685103068/-0.13834411850878642/0.1955520408440268,-0.24701838069694418/-0.6366012268321889/-0.015886811071420485
9565.805718415,TRACKING,0.6165035937159364/-0.7592215138541668/-0.11102449220934238/0.17657850714786602,-0.2609253919189999/-0.5393916555578552/-0.010657597910008216
9566.007899415,TRACKING,0.6280217749791087/-0.7576551547369064/-0.08998896134319459/0.15313276891371613,-0.29163352799295283/-0.4081939643392189/-0.01265609571333607
9566.207935415,TRACKING,0.6260332465626551/-0.7668968712077534/-0.058313176554003955/0.12865263290799253,-0.29024661366980753/-0.31658407732606847/-0.010341711469696648
9566.407805415,TRACKING,0.6296052646598125/-0.7705032639731699/-0.026649821300590175/0.09597971643958579,-0.2825966323290585/-0.2494311542839162/-0.011501123862991883
9566.639920415,TRACKING,0.6394155725708044/-0.7664350374634596/0.029254366162401832/0.053567877857253934,-0.26932238809001/-0.16684229747223023/-0.009417369593979692
9566.807286415,TRACKING,0.6412349386318801/-0.7628729580146714/0.0817534261761517/0.012618958820450202,-0.26001489983715204/-0.11189062768099321/-0.0042887052181270835
9567.006992415,TRACKING,0.6399466151412759/-0.7542650245068118/0.14302047677027602/-0.03313596494892448,-0.24936627250437013/-0.060022183408685544/0.00034159313824694564
9567.206933415,TRACKING,0.6313033599944988/-0.7478238132202953/0.1909413297545854/-0.07587666520178434,-0.2285401990548968/-0.0221903999382055/-0.0030272370633324906
9567.406427415,TRACKING,0.6232882898112106/-0.740946147972914/0.22597549472814263/-0.10698555776403805,-0.19913539086251564/-0.005867941533403249/-0.010702050227304352
9567.606572415,TRACKING,0.6224205252740325/-0.7279151032578117/0.25424030073825427/-0.13451570457496312,-0.15995889992196613/0.01072051631890167/-0.011071854811429858
9567.841355415,TRACKING,0.6226705188837764/-0.7149341306345958/0.27634486396172253/-0.1574310329644259,-0.0556715314880622/0.08608866715368789/0.0005790025513042125
9568.008750415,TRACKING,0.6185616804106393/-0.7075904247836892/0.290786333196914/-0.17927893372673487,8.149114204970922e-05/0.12057411361890302/0.0016429563316447881
9568.240765415,TRACKING,0.6120708144479902/-0.6995799135485727/0.3084927904983309/-0.20196495067769216,0.07467030235619546/0.14437625023215672/0.005445461255357135
9568.440696415,TRACKING,0.6003062187308097/-0.6915000323207734/0.33410471845401635/-0.22323656134579128,0.13993154262917917/0.16375751786085357/0.0014337849547349944
9568.640617415,TRACKING,0.5914623059278972/-0.6796401152030911/0.3581189097566068/-0.2449752472845256,0.21468607870460746/0.19804258913639516/-0.004656726610364518
9568.875228415,TRACKING,0.5921254937470619/-0.6577716886923023/0.3815713202107775/-0.26669738287517625,0.2963893339062245/0.2544097798582681/-0.007616757412241787
9569.075150415,TRACKING,0.585479579777051/-0.6446328443432046/0.4079832995239933/-0.2742483321694018,0.366137431199745/0.3049283391439292/-0.007494985562817286
9569.242368415,TRACKING,0.5763401737617639/-0.6447239993944521/0.41882553082952806/-0.2770353478426099,0.46082210865750106/0.3301642359908813/0.02653539976083382
9569.474742415,TRACKING,0.5734660492602055/-0.6371569716118194/0.4257146153669564/-0.2897157009432222,0.5500851323956603/0.3856738169277639/0.02795719846986425
9569.642099415,TRACKING,0.5828249053716263/-0.6289343403147335/0.41869129541936184/-0.2990898622495045,0.6195180416831928/0.4234521738736194/0.031003950368048906
9569.841870415,TRACKING,0.5838764090965723/-0.628367117822398/0.4209924041849076/-0.2949727487677337,0.7096931430858058/0.46844853276361187/0.035259023010491455
9570.041690415,TRACKING,0.5760448339331102/-0.6286419381675311/0.429065901141974/-0.298135112812462,0.8065673928008086/0.5226061256913358/0.033791068062373864
9570.209152415,TRACKING,0.565311502941214/-0.6248453003863688/0.43897921628409753/-0.3119117671941774,0.8383401723990302/0.5589997788415032/-0.03668854909214903
9570.408884415,TRACKING,0.5569783380914558/-0.6042256857572654/0.46356625995521483/-0.33135060704786634,0.9338543141847225/0.627045404721098/-0.0416877485455483
9570.608601415,TRACKING,0.5439966796609819/-0.5845668293556708/0.4897931401414997/-0.3499319574494891,1.010880705478487/0.685626442243703/-0.037822844516952864
9570.843528415,TRACKING,0.5257498969295522/-0.5718962699198802/0.5121426074091224/-0.3663770339372355,1.0917951485520256/0.7392833000099603/-0.03780839907558568
9571.010773415,TRACKING,0.5185698432150455/-0.5630816543392173/0.5201865602142278/-0.37872258160731903,1.1638483808678501/0.767971078573796/-0.03942897052892683
9571.242971415,TRACKING,0.5220036549139156/-0.5531390381771054/0.5218382254820277/-0.3863091103018617,1.2780303703614095/0.7974254518888956/-0.03616401886651742
9571.443060415,TRACKING,0.52289512822689/-0.5544315387364851/0.5168628242355411/-0.38992261270814105,1.3730678541870147/0.8173162913740688/-0.03340764207684715
9571.610167415,TRACKING,0.5215288640754858/-0.5568883243892365/0.5175433049830913/-0.38734026310153863,1.4170262124395674/0.7978936648826849/-0.016850951208144303
9571.842511415,TRACKING,0.5114893049060443/-0.5466315249640629/0.5252774033242421/-0.4045452251865455,1.5431525108935678/0.8485008180631808/-0.07967557563217492
9572.042327415,TRACKING,0.504785627982628/-0.5331215024908266/0.534873354232606/-0.4181912922489865,1.6439580152490108/0.8767620003913574/-0.08118797046768673
9572.244644415,TRACKING,-0.49997127930412527/0.5177055125551739/-0.5498844556691502/0.4238363056393135,1.7339265150845236/0.9051728764072826/-0.07790335078121241
9572.444496415,TRACKING,-0.4896755640795436/0.510804259114948/-0.5624375711094225/0.42773966726601753,1.8118682465079994/0.9199075028940223/-0.07530742309281543
9572.644469415,TRACKING,-0.4816263399912377/0.5037687737263774/-0.5703889211304948/0.4346377287537244,1.897101822074781/0.9249649144060794/-0.07939382480167922
9572.811571415,TRACKING,-0.4798879029695702/0.49989581799048177/-0.5715729046533241/0.43945030496925536,1.9816874761728966/0.9276198031949348/-0.0818493220801193
9573.011624415,TRACKING,-0.47818370762112267/0.5094109520126564/-0.5700079994537179/0.43235645150425206,2.035899227168554/0.9248414242296068/-0.07325991787369435
9573.211258415,TRACKING,-0.474611533441453/0.5169656872374114/-0.5659586572700783/0.4326448495845645,2.1332499634375384/0.9315462685393106/-0.072645920832958
9573.443686415,TRACKING,-0.4703805304579228/0.5136902233198656/-0.5677724205105688/0.43874751797812706,2.2486655812132677/0.9384034101060795/-0.07626722425342382
9573.610746415,TRACKING,-0.4691888449164329/0.5049917275246979/-0.5707994747804835/0.44613174641962183,2.2791860843852527/0.9331178031103557/-0.09529212175946059
9573.810666415,TRACKING,-0.4647661034229006/0.4951688190799309/-0.5810270192817487/0.4485624807244393,2.3756375630698527/0.9441290451007216/-0.09732276931887854
9574.00975981,TRACKING,-0.4507992062127222/0.48437097156671705/-0.5988177003568257/0.45120125604681516,2.456451880718346/0.9399402541881816/-0.10536552404814158
9574.20991781,TRACKING,-0.4419904784896836/0.46884966859519955/-0.6101503034628081/0.4610221082666849,2.467012212310486/0.9116851558155142/-0.09319611557681158
9574.41206481,TRACKING,-0.43293662103392305/0.45146298844819666/-0.6184345676868943/0.47569539372383846,2.507759443563768/0.8735625083363616/-0.0833761808928086
9574.61195181,TRACKING,-0.42088440446497977/0.43573376294820443/-0.63134348444315/0.48414685176544275,2.6069934360814666/0.8307942351003013/-0.08960609648083134
9574.84411981,TRACKING,-0.4052425947275549/0.4223131664264909/-0.6421286890916161/0.49507690003843335,2.6275784572482337/0.7826807402921363/-0.08482659298933795
9575.04386381,TRACKING,-0.3830931169326869/0.3992588106900408/-0.6581047053876883/0.5106178789677237,2.7085157061484346/0.7351821928632025/-0.0962054203315339
9575.21637381,TRACKING,-0.35980589623869913/0.3658180220700056/-0.6730378293839078/0.532669998031,2.8082679484432362/0.6481997305147276/-0.0932476065696085
9575.44865781,TRACKING,-0.3193649297332464/0.3081575794429784/-0.6967503114360947/0.5635461883740099,2.909535042753302/0.5221245151426606/-0.09265480276319946
9575.65089881,TRACKING,-0.2804733925130734/0.26608461959538904/-0.7162864518245867/0.580919724667202,2.9808937965238598/0.46374779260147886/-0.09072627307097667
9575.85576481,TRACKING,-0.24748551626265325/0.23258352022919007/-0.7321513335687934/0.5904325605513789,3.035302769245359/0.40650339635111093/-0.09521537344810961
9576.05554181,TRACKING,-0.2179569545483123/0.19654690400941324/-0.7420014405560138/0.6027423201550421,3.0771723508661006/0.3435743807519077/-0.09407396471595648
9576.25526881,TRACKING,-0.19230685343683715/0.16503170084599983/-0.7464941302280262/0.6152475128792153,3.1721710303709854/0.24370342375534923/-0.1030205531755818
9576.45529881,TRACKING,-0.17264772091855685/0.13539871616784468/-0.7569720795459614/0.6155108526352514,3.200903915813649/0.15042207207871514/-0.0981365974460764
9576.65485681,TRACKING,-0.15345799552960812/0.11379212608394418/-0.7571237631767861/0.6247127297286936,3.2519123609198717/0.02022802557350099/-0.09322352245996131
9576.82245281,TRACKING,-0.13217253035226234/0.09699944384762214/-0.7626820985906473/0.6256500244301977,3.2596845986186125/-0.044827481534202684/-0.09730784282496648
9577.02220281,TRACKING,-0.10297420540794655/0.06573285727476869/-0.7664232145324883/0.6306119034398273,3.318053977460559/-0.13236902496695951/-0.08951766496388941
9577.22197581,TRACKING,-0.07513264564614576/0.03261231791448206/-0.7624280556138273/0.641868697268465,3.325148417394856/-0.21237273540346702/-0.08325529392947836
9577.42181381,TRACKING,-0.05218482708165662/-0.0051546003449066645/-0.7648940001927733/0.6420183770126469,3.3288252365814515/-0.276620452735959/-0.08241919985970443
9577.62417881,TRACKING,-0.02759510443198117/-0.038887020454020434/-0.7696099448288344/0.6367316018595666,3.371060058180805/-0.4071643664563199/-0.07660727553809223
